tenure,salary,raise_pct,performance,overtime_hours,months_since_promotion,department,age,attendance_anomalies,attrition
24.7,12595.0,8.8,3,13.5,85.0,人事部,55.0,1,0
22.0,17929.0,6.3,3,39.2,120.0,财务部,51.0,1,0
3.5,8714.0,0.0,4,73.8,18.0,财务部,27.0,1,1
27.5,13040.0,6.5,4,42.4,76.0,人事部,49.0,1,0
0.0,6326.0,9.5,4,0.0,120.0,运营部,23.0,3,1
4.8,7959.0,12.4,4,83.0,120.0,人事部,35.0,3,1
30.4,14985.0,5.4,4,0.0,73.0,财务部,51.0,4,1
15.1,11284.0,0.0,3,25.9,108.0,运营部,45.0,1,1
18.8,14032.0,5.3,4,7.3,101.0,市场部,40.0,3,0
14.2,9619.0,8.8,3,15.2,93.0,运营部,35.0,1,0
19.9,12934.0,3.4,4,35.7,50.0,人事部,49.0,1,0
18.6,14342.0,7.1,2,0.0,116.0,财务部,45.0,0,0
12.0,10411.0,1.5,3,28.2,120.0,运营部,37.0,2,0
20.2,13359.0,5.1,4,52.9,120.0,财务部,51.0,2,1
0.0,6239.0,0.0,2,13.1,120.0,人事部,30.0,2,0
7.3,8652.0,1.1,3,2.2,120.0,销售部,28.0,1,0
15.6,11481.0,4.0,4,27.2,42.0,运营部,43.0,1,0
24.7,18531.0,2.9,4,23.2,120.0,财务部,54.0,2,0
3.4,7043.0,0.1,2,18.1,120.0,人事部,30.0,6,0
0.0,9476.0,2.5,2,6.2,120.0,市场部,30.0,2,1
0.0,7870.0,5.0,3,40.4,120.0,运营部,27.0,1,0
28.8,17986.0,3.7,4,41.9,120.0,技术部,50.0,1,0
6.6,10191.0,4.2,5,8.7,120.0,技术部,29.0,3,1
9.1,10246.0,6.2,3,11.5,120.0,财务部,39.0,1,0
23.0,12472.0,3.0,4,32.7,120.0,人事部,55.0,3,1
0.8,6798.0,8.1,4,10.7,6.0,人事部,22.0,3,0
18.8,11226.0,1.0,5,33.6,120.0,市场部,40.0,3,0
9.8,13240.0,9.8,2,59.4,120.0,财务部,39.0,1,1
28.2,16942.0,7.3,4,28.8,120.0,财务部,49.0,9,0
13.2,11529.0,2.9,4,5.7,120.0,运营部,34.0,1,0
5.3,11509.0,3.1,3,37.8,35.0,财务部,36.0,6,0
0.0,8222.0,4.6,2,26.4,0.0,市场部,28.0,1,0
15.4,14723.0,5.8,2,27.0,120.0,运营部,46.0,2,0
20.2,23697.0,7.3,3,39.5,120.0,技术部,48.0,4,1
3.1,7364.0,0.0,4,43.8,26.0,运营部,27.0,2,0
4.1,11132.0,5.3,4,30.7,120.0,技术部,35.0,3,1
27.4,17812.0,0.0,3,28.8,120.0,销售部,51.0,4,0
0.0,5843.0,3.5,5,71.3,0.0,人事部,22.0,3,1
1.4,8273.0,8.4,3,54.0,5.0,人事部,32.0,4,0
11.8,10583.0,0.0,5,46.7,120.0,运营部,40.0,1,1
2.3,8403.0,0.0,2,32.6,23.0,人事部,33.0,1,0
9.1,11572.0,4.7,4,9.9,61.0,财务部,31.0,1,0
5.6,9706.0,8.2,5,52.5,46.0,市场部,37.0,5,0
0.6,10978.0,5.0,4,32.9,4.0,技术部,28.0,1,0
11.0,14632.0,0.0,4,18.5,102.0,技术部,39.0,1,1
14.0,16604.0,0.0,3,25.1,54.0,销售部,45.0,3,0
16.4,18433.0,4.3,4,10.7,120.0,技术部,41.0,3,0
0.0,6226.0,0.5,4,51.1,120.0,财务部,25.0,3,1
22.3,15284.0,4.4,3,43.7,120.0,人事部,50.0,3,1
0.0,6406.0,4.6,5,33.6,0.0,运营部,28.0,0,1
16.2,15573.0,2.5,3,29.1,120.0,市场部,47.0,3,1
5.8,9483.0,9.4,3,16.4,42.0,运营部,34.0,0,1
27.2,14386.0,5.8,5,0.0,120.0,运营部,48.0,2,0
6.8,9417.0,7.6,3,1.7,75.0,运营部,29.0,7,0
0.0,9370.0,6.8,3,15.1,0.0,市场部,28.0,0,0
6.4,13425.0,3.5,3,12.1,120.0,销售部,38.0,1,1
0.0,6827.0,3.4,4,35.8,0.0,运营部,23.0,3,0
8.6,12064.0,3.1,5,46.2,37.0,销售部,29.0,1,1
21.4,14657.0,6.0,2,27.4,120.0,市场部,46.0,1,0
20.9,22741.0,2.0,4,58.2,120.0,技术部,50.0,4,0
0.0,7893.0,9.2,4,14.3,120.0,人事部,25.0,2,0
30.0,15089.0,1.8,4,27.3,120.0,财务部,51.0,2,1
20.7,17852.0,4.6,4,29.0,120.0,技术部,48.0,2,1
29.3,17489.0,3.3,5,51.8,120.0,销售部,51.0,0,1
19.1,12624.0,2.6,3,32.1,120.0,财务部,45.0,2,0
21.1,14183.0,10.5,3,32.7,120.0,财务部,44.0,0,0
18.4,10682.0,2.7,4,0.0,120.0,人事部,39.0,4,0
23.0,17359.0,3.1,3,12.0,120.0,销售部,44.0,3,0
21.1,12120.0,2.0,3,51.9,120.0,运营部,52.0,3,0
0.0,7037.0,4.1,2,0.0,0.0,市场部,25.0,1,0
0.8,8598.0,3.7,2,56.9,4.0,人事部,32.0,3,0
0.0,8021.0,0.6,5,40.0,0.0,销售部,24.0,1,1
28.0,22098.0,2.7,2,15.0,120.0,技术部,53.0,3,1
12.7,17590.0,5.8,4,13.4,120.0,技术部,37.0,4,1
16.6,16618.0,7.1,4,67.9,120.0,市场部,44.0,2,1
25.8,15384.0,4.1,1,58.2,120.0,运营部,50.0,0,0
26.0,18865.0,4.2,3,27.6,90.0,技术部,55.0,4,1
0.0,6771.0,2.9,3,32.7,120.0,市场部,27.0,3,0
17.5,22691.0,2.5,4,17.1,120.0,技术部,48.0,2,0
28.1,16657.0,1.2,3,32.7,120.0,运营部,51.0,5,0
0.0,7531.0,0.0,4,16.5,0.0,人事部,24.0,1,0
24.3,15326.0,1.9,3,28.4,120.0,人事部,47.0,5,0
13.5,9259.0,6.7,1,66.2,120.0,人事部,34.0,1,0
14.5,13074.0,2.7,1,28.1,120.0,财务部,43.0,5,0
12.4,12420.0,3.0,3,9.0,120.0,人事部,39.0,2,0
2.3,13579.0,2.9,3,2.7,120.0,技术部,31.0,4,0
4.9,7152.0,7.7,5,32.5,51.0,运营部,26.0,3,1
0.0,7383.0,1.2,2,14.8,0.0,人事部,26.0,2,0
0.0,6018.0,4.8,4,34.9,0.0,人事部,25.0,1,0
17.4,16484.0,3.8,4,0.0,120.0,市场部,43.0,2,1
3.6,7962.0,4.2,4,43.8,22.0,人事部,34.0,0,0
6.1,10438.0,4.7,4,8.8,43.0,市场部,29.0,1,0
16.1,16208.0,4.2,1,30.9,120.0,技术部,45.0,1,0
14.4,12836.0,6.4,4,23.2,77.0,运营部,45.0,2,0
10.2,14088.0,3.9,3,64.4,98.0,销售部,40.0,1,0
23.3,20111.0,9.2,4,33.4,120.0,技术部,53.0,2,0
9.4,12549.0,4.1,3,68.9,75.0,财务部,35.0,1,0
20.2,19729.0,0.0,4,41.2,120.0,销售部,50.0,3,1
0.0,7811.0,5.9,4,58.5,0.0,运营部,24.0,1,0
24.4,14712.0,5.2,4,25.8,115.0,市场部,46.0,2,0
33.6,27071.0,4.1,3,36.9,120.0,技术部,55.0,3,0
20.7,14411.0,3.2,4,54.4,71.0,运营部,50.0,2,0
13.5,13326.0,0.0,4,48.1,59.0,财务部,41.0,1,1
16.8,15054.0,0.0,3,40.6,120.0,销售部,43.0,2,0
3.1,9099.0,8.9,3,23.4,120.0,人事部,34.0,5,0
16.1,11806.0,2.2,3,26.8,120.0,财务部,44.0,4,0
22.2,19403.0,6.9,3,52.8,61.0,技术部,47.0,4,0
30.0,14307.0,0.0,4,56.9,105.0,人事部,55.0,1,0
10.7,10799.0,0.9,3,18.1,66.0,市场部,38.0,1,0
0.0,5822.0,6.0,4,15.1,120.0,人事部,24.0,3,1
15.2,10625.0,3.7,4,11.9,120.0,运营部,42.0,6,1
0.0,8791.0,5.6,4,46.6,0.0,财务部,26.0,4,0
1.3,8041.0,4.0,4,11.4,120.0,人事部,30.0,1,1
4.5,8770.0,3.4,4,46.4,35.0,销售部,33.0,1,0
16.0,17300.0,2.0,4,40.9,120.0,销售部,46.0,1,1
7.2,11219.0,0.4,3,19.1,36.0,市场部,28.0,1,0
0.0,8347.0,8.2,4,61.3,0.0,运营部,27.0,3,0
0.0,8413.0,8.7,5,0.8,120.0,财务部,23.0,1,0
30.1,21149.0,0.9,3,63.2,120.0,市场部,51.0,0,0
16.9,13157.0,0.7,5,36.4,120.0,人事部,45.0,0,1
0.0,7946.0,3.0,5,0.0,0.0,运营部,23.0,1,1
0.0,7909.0,5.0,3,61.8,0.0,运营部,23.0,2,1
10.5,12316.0,3.5,4,49.4,74.0,销售部,40.0,3,0
7.4,10442.0,5.5,4,21.4,58.0,人事部,31.0,3,1
19.6,15884.0,3.9,3,10.7,120.0,财务部,42.0,5,1
11.8,13057.0,3.7,2,0.0,120.0,市场部,36.0,2,0
27.1,19950.0,11.2,3,78.3,120.0,市场部,52.0,1,0
2.6,11369.0,2.4,4,11.5,15.0,技术部,31.0,3,0
13.9,14130.0,8.9,3,4.7,114.0,销售部,44.0,2,0
0.0,8026.0,8.3,4,35.4,0.0,财务部,24.0,0,0
31.9,18214.0,5.5,4,0.0,120.0,运营部,54.0,2,0
29.6,18681.0,0.0,4,10.4,103.0,运营部,54.0,2,0
24.1,19892.0,4.1,3,49.9,120.0,销售部,46.0,1,0
8.8,11080.0,2.5,3,39.3,33.0,人事部,37.0,2,0
6.0,14684.0,4.1,3,22.3,23.0,技术部,29.0,2,0
22.7,12463.0,0.8,3,30.4,120.0,人事部,49.0,4,0
16.5,16758.0,6.3,2,21.2,80.0,市场部,46.0,1,0
0.9,7043.0,7.0,2,28.8,7.0,市场部,29.0,3,0
13.4,11252.0,7.5,3,14.8,92.0,人事部,37.0,3,1
13.0,10158.0,2.9,4,18.4,120.0,市场部,37.0,1,0
21.2,14413.0,0.8,3,17.8,120.0,人事部,49.0,2,0
18.4,13796.0,5.1,3,15.5,103.0,财务部,45.0,0,0
21.8,11098.0,9.3,5,50.9,120.0,运营部,43.0,1,0
12.5,13717.0,4.2,4,45.4,120.0,财务部,43.0,4,0
4.8,11549.0,5.4,5,11.4,40.0,销售部,31.0,2,1
8.3,8422.0,3.3,4,6.1,120.0,人事部,34.0,2,0
1.6,8536.0,2.5,1,26.9,120.0,市场部,24.0,2,0
23.5,13859.0,6.0,5,73.1,120.0,财务部,48.0,1,0
12.0,13115.0,3.7,5,9.4,120.0,技术部,36.0,3,0
12.8,13355.0,5.2,4,26.8,99.0,技术部,36.0,4,0
3.2,9502.0,5.5,4,31.8,36.0,财务部,30.0,2,0
3.5,11065.0,5.0,3,27.8,13.0,销售部,29.0,4,0
10.3,11415.0,5.7,3,20.8,60.0,运营部,41.0,2,0
0.0,8597.0,1.4,4,53.1,0.0,运营部,30.0,1,0
1.4,7352.0,1.3,4,39.1,8.0,人事部,24.0,2,0
25.8,16324.0,3.9,3,46.9,120.0,人事部,47.0,1,0
4.6,11930.0,3.9,2,41.8,45.0,财务部,34.0,1,0
3.1,12271.0,2.4,2,47.9,23.0,技术部,35.0,4,0
5.6,9047.0,4.7,3,61.7,24.0,市场部,36.0,1,0
28.7,14598.0,6.7,3,56.6,117.0,市场部,49.0,2,0
10.0,10239.0,7.6,5,76.5,53.0,运营部,33.0,1,1
26.5,18324.0,8.2,3,54.3,120.0,销售部,47.0,4,0
23.2,14495.0,0.1,3,16.6,120.0,市场部,53.0,4,0
17.0,16140.0,0.5,3,46.9,120.0,市场部,44.0,2,0
9.8,17466.0,3.1,4,44.2,50.0,技术部,36.0,3,1
20.3,17704.0,4.2,4,68.4,120.0,技术部,47.0,1,1
14.0,10902.0,3.3,4,10.7,120.0,市场部,37.0,0,1
8.8,12848.0,2.3,5,41.2,49.0,技术部,36.0,5,0
18.6,16847.0,3.1,5,16.4,120.0,技术部,39.0,1,1
4.2,11002.0,5.4,4,40.3,120.0,市场部,32.0,1,0
0.0,8852.0,0.0,4,25.7,0.0,销售部,25.0,1,0
7.9,9081.0,11.0,3,39.6,94.0,财务部,36.0,3,0
2.0,10673.0,4.1,4,1.8,20.0,技术部,26.0,2,0
6.1,9768.0,7.2,3,45.9,28.0,销售部,36.0,0,0
11.4,11819.0,2.3,4,34.1,56.0,市场部,40.0,4,0
31.5,15791.0,5.7,3,33.0,120.0,运营部,53.0,1,0
0.7,8040.0,4.3,3,69.0,8.0,财务部,23.0,5,1
15.4,12418.0,6.6,2,22.4,73.0,运营部,43.0,4,0
13.5,14086.0,3.4,4,36.8,120.0,市场部,37.0,0,0
1.6,6267.0,8.7,4,32.0,9.0,市场部,23.0,1,0
8.1,11229.0,0.0,1,34.0,48.0,市场部,30.0,1,0
4.0,6335.0,6.8,4,74.4,25.0,运营部,26.0,2,0
3.3,7474.0,4.4,3,31.3,19.0,运营部,29.0,5,0
3.7,9734.0,0.9,4,18.7,30.0,运营部,31.0,2,0
12.9,11458.0,9.9,2,67.4,84.0,人事部,35.0,4,0
10.5,10382.0,9.5,2,23.8,70.0,财务部,39.0,1,0
0.0,7273.0,0.0,4,0.0,0.0,财务部,22.0,2,0
3.3,8535.0,4.5,4,15.2,19.0,运营部,27.0,2,0
2.3,10611.0,6.1,4,5.1,120.0,销售部,25.0,1,0
10.6,12771.0,5.3,4,0.0,77.0,市场部,40.0,2,0
1.5,6742.0,8.5,5,22.7,11.0,运营部,33.0,3,0
14.1,12818.0,7.9,3,28.6,120.0,市场部,40.0,2,0
8.5,9520.0,4.8,3,53.6,23.0,销售部,29.0,5,1
0.0,6102.0,10.8,5,42.6,0.0,财务部,23.0,4,0
31.1,20775.0,6.8,2,41.7,120.0,销售部,53.0,2,0
0.0,7898.0,2.9,4,12.1,0.0,运营部,26.0,4,0
5.0,6524.0,2.3,1,47.7,29.0,运营部,26.0,0,0
0.0,9859.0,7.7,3,57.8,0.0,销售部,27.0,2,1
26.9,18923.0,1.6,3,37.9,120.0,财务部,54.0,3,0
15.8,13335.0,2.8,4,38.5,120.0,运营部,42.0,0,0
11.8,10231.0,3.3,4,4.7,120.0,人事部,42.0,2,0
34.7,20211.0,5.1,2,51.1,104.0,销售部,55.0,0,0
0.0,6571.0,3.4,3,65.6,0.0,财务部,25.0,4,1
32.6,16675.0,0.0,3,36.5,100.0,财务部,54.0,0,0
0.0,7691.0,7.5,3,18.1,120.0,财务部,29.0,2,0
16.6,16608.0,2.8,3,26.8,120.0,技术部,43.0,1,0
15.3,11924.0,10.1,5,21.6,75.0,销售部,36.0,3,0
5.0,8076.0,4.9,2,22.8,120.0,运营部,35.0,1,0
32.7,23605.0,7.8,3,43.0,120.0,销售部,53.0,2,0
5.3,11159.0,5.9,3,35.6,19.0,销售部,27.0,1,0
25.4,17877.0,7.9,3,50.1,120.0,销售部,55.0,0,1
9.4,14435.0,5.7,3,37.4,44.0,销售部,35.0,2,1
12.4,15054.0,4.7,4,12.7,38.0,技术部,43.0,0,0
26.4,16732.0,7.3,4,20.0,120.0,市场部,54.0,2,0
0.0,7698.0,11.5,4,18.7,0.0,运营部,24.0,2,0
28.5,22230.0,3.2,3,26.3,120.0,技术部,52.0,1,0
19.4,13795.0,6.4,4,65.9,50.0,销售部,41.0,4,1
13.5,16566.0,4.0,5,69.1,120.0,技术部,45.0,4,0
5.7,9193.0,5.5,5,46.7,28.0,财务部,27.0,2,0
13.7,14690.0,4.1,5,32.4,62.0,销售部,40.0,2,1
20.7,12765.0,0.0,3,2.8,120.0,人事部,44.0,0,0
13.8,11972.0,3.4,5,34.4,120.0,财务部,37.0,1,0
0.0,6561.0,7.0,4,14.2,120.0,人事部,27.0,4,0
0.4,8701.0,1.7,4,62.6,120.0,财务部,30.0,1,1
20.7,13885.0,6.8,4,0.0,120.0,市场部,50.0,2,1
0.0,7691.0,4.6,5,37.7,0.0,运营部,23.0,0,0
21.5,16539.0,3.4,3,12.5,120.0,市场部,45.0,3,0
29.4,15731.0,6.7,4,29.8,120.0,运营部,55.0,2,1
1.9,7596.0,6.0,4,43.3,8.0,运营部,22.0,4,0
0.0,6463.0,5.3,4,50.4,0.0,财务部,27.0,4,0
20.4,12390.0,7.0,4,28.8,120.0,人事部,44.0,1,1
0.0,8160.0,4.6,3,45.2,120.0,销售部,24.0,3,0
19.0,12403.0,0.0,3,16.8,120.0,人事部,41.0,1,0
15.2,13646.0,2.9,3,34.9,120.0,人事部,45.0,1,0
11.2,13215.0,0.0,4,50.0,79.0,运营部,41.0,1,0
3.5,10263.0,6.0,4,36.6,26.0,销售部,34.0,1,0
24.4,13226.0,6.7,4,19.4,120.0,人事部,45.0,6,0
10.1,12865.0,6.8,4,24.4,112.0,市场部,42.0,2,0
6.0,9586.0,5.5,4,50.3,120.0,销售部,29.0,3,1
17.3,12823.0,6.9,2,8.2,53.0,销售部,41.0,2,0
28.0,20435.0,0.0,4,11.1,120.0,财务部,51.0,2,0
20.8,18246.0,3.7,5,42.0,120.0,销售部,44.0,1,0
11.4,18430.0,0.0,4,21.2,64.0,技术部,38.0,0,0
10.1,9732.0,2.9,5,0.9,120.0,市场部,33.0,1,0
0.3,6304.0,8.8,5,57.0,1.0,财务部,25.0,2,0
2.1,9566.0,7.3,3,8.0,8.0,销售部,30.0,2,0
0.0,7710.0,6.0,4,26.0,0.0,运营部,22.0,1,1
26.7,13541.0,3.5,4,17.6,120.0,人事部,55.0,3,1
1.9,7393.0,1.0,3,24.0,17.0,财务部,29.0,1,0
27.2,12506.0,4.6,3,12.3,120.0,运营部,49.0,0,0
0.0,9069.0,7.3,3,44.3,0.0,市场部,28.0,3,0
10.6,15602.0,5.2,3,32.2,120.0,技术部,31.0,3,0
12.8,16763.0,0.0,4,49.7,120.0,技术部,36.0,1,1
12.3,8434.0,4.3,2,17.8,77.0,运营部,33.0,6,1
20.0,14902.0,0.0,3,72.7,120.0,运营部,48.0,2,0
29.6,15885.0,6.4,4,0.0,120.0,人事部,54.0,3,0
23.2,18279.0,1.9,3,0.0,120.0,技术部,51.0,2,0
2.8,8695.0,0.3,5,65.1,16.0,销售部,27.0,1,0
22.5,20419.0,6.5,3,39.5,120.0,技术部,48.0,0,0
1.5,10115.0,5.7,2,36.8,120.0,技术部,27.0,6,0
31.5,23651.0,4.7,5,38.6,120.0,销售部,52.0,2,0
13.8,12483.0,10.6,4,41.4,120.0,财务部,39.0,2,0
5.3,12348.0,5.9,4,36.0,23.0,技术部,33.0,2,0
0.4,7824.0,2.1,4,10.7,2.0,运营部,27.0,2,1
1.1,7973.0,5.6,2,46.4,10.0,市场部,22.0,4,1
2.0,7842.0,3.1,4,43.2,120.0,销售部,30.0,6,1
28.3,18287.0,7.8,3,58.6,120.0,财务部,52.0,1,0
27.8,13538.0,4.8,3,65.3,71.0,人事部,48.0,0,0
32.1,19355.0,5.1,3,36.6,120.0,销售部,54.0,1,0
0.0,10907.0,0.0,4,5.4,0.0,技术部,25.0,1,1
18.3,18565.0,4.2,3,65.5,57.0,技术部,42.0,0,1
1.7,7538.0,3.8,3,9.6,120.0,运营部,30.0,4,0
17.1,15125.0,0.9,2,36.8,56.0,技术部,40.0,1,0
3.7,9711.0,3.3,4,24.9,33.0,财务部,33.0,1,0
7.6,9435.0,5.3,3,21.4,120.0,市场部,31.0,0,1
13.5,13475.0,4.0,4,45.3,120.0,人事部,41.0,2,0
0.0,10806.0,0.0,3,34.9,120.0,技术部,28.0,3,0
12.4,12412.0,3.2,4,40.3,120.0,运营部,37.0,2,0
22.4,12847.0,2.6,3,13.7,103.0,人事部,43.0,0,0
0.0,8935.0,4.6,5,26.5,0.0,市场部,26.0,1,0
21.1,14632.0,4.3,3,14.6,120.0,销售部,53.0,3,0
7.4,9374.0,2.8,2,26.0,38.0,运营部,39.0,1,0
26.3,15188.0,2.6,3,27.6,115.0,销售部,49.0,4,0
14.9,11036.0,4.2,2,66.9,58.0,市场部,44.0,3,1
20.9,17431.0,6.9,3,24.8,95.0,市场部,45.0,3,0
24.1,18792.0,4.8,3,0.0,120.0,销售部,46.0,3,0
23.0,17063.0,8.3,5,57.9,120.0,市场部,51.0,3,1
16.0,17778.0,7.4,4,39.0,41.0,技术部,42.0,3,0
4.5,12760.0,8.5,3,27.4,49.0,技术部,31.0,4,0
0.0,8998.0,8.1,3,21.3,0.0,销售部,25.0,0,0
18.0,20431.0,8.7,3,11.1,120.0,技术部,42.0,1,0
0.0,7895.0,0.5,3,68.8,0.0,市场部,24.0,5,1
5.6,9519.0,5.9,3,31.0,120.0,运营部,30.0,2,0
3.5,9845.0,7.7,2,0.0,35.0,技术部,24.0,3,0
15.5,20278.0,8.2,3,36.6,120.0,技术部,40.0,2,0
0.0,8506.0,1.7,5,54.1,0.0,技术部,27.0,4,1
16.2,12926.0,6.0,4,33.1,120.0,财务部,42.0,0,1
26.7,20974.0,4.2,5,12.0,120.0,销售部,48.0,3,1
20.7,13511.0,9.5,3,10.2,120.0,市场部,49.0,2,1
0.4,9888.0,0.0,5,11.7,2.0,技术部,32.0,3,1
9.1,12302.0,1.7,3,60.4,58.0,销售部,40.0,1,1
14.1,12597.0,0.0,2,28.6,120.0,市场部,41.0,2,0
13.5,14550.0,4.4,4,0.0,120.0,市场部,38.0,3,0
17.0,15882.0,10.8,2,37.7,120.0,财务部,44.0,2,0
0.0,7407.0,3.9,3,32.8,0.0,人事部,29.0,0,0
23.7,20026.0,4.3,4,21.0,120.0,市场部,54.0,3,1
0.0,7372.0,5.7,4,9.6,0.0,运营部,25.0,0,0
23.5,18449.0,3.7,4,8.7,69.0,财务部,49.0,3,0
20.6,14251.0,5.1,3,51.7,120.0,销售部,42.0,2,0
3.2,10010.0,5.2,2,35.0,120.0,销售部,30.0,3,0
25.1,14352.0,1.5,5,39.6,120.0,销售部,47.0,1,1
4.3,6919.0,3.7,3,34.9,120.0,财务部,25.0,0,0
22.0,18570.0,6.2,3,36.6,120.0,销售部,48.0,1,0
13.1,9738.0,6.8,3,20.6,59.0,运营部,41.0,1,0
0.0,8051.0,7.9,5,25.9,0.0,市场部,26.0,0,1
0.0,7522.0,5.0,4,53.3,120.0,运营部,25.0,2,0
16.7,10528.0,5.1,3,58.3,120.0,人事部,47.0,2,0
2.9,9188.0,6.3,5,5.6,15.0,市场部,32.0,1,0
22.6,19097.0,2.2,2,25.8,68.0,销售部,51.0,3,0
26.9,17092.0,2.1,5,46.8,120.0,人事部,47.0,2,0
17.5,14416.0,3.6,2,67.6,120.0,销售部,45.0,0,0
9.6,13832.0,0.2,3,65.6,37.0,销售部,31.0,2,0
24.3,15985.0,5.2,2,14.1,120.0,运营部,45.0,0,0
31.1,19265.0,7.1,5,55.5,120.0,市场部,53.0,2,1
0.0,9639.0,1.9,5,31.2,0.0,技术部,25.0,1,0
4.1,10595.0,5.3,4,50.9,31.0,市场部,33.0,2,0
0.0,9575.0,2.1,3,45.8,0.0,市场部,30.0,4,0
3.3,8217.0,1.0,3,4.7,20.0,运营部,35.0,0,1
15.3,15041.0,10.2,3,41.0,120.0,人事部,46.0,1,0
16.4,16612.0,1.0,3,50.1,56.0,销售部,38.0,3,0
10.5,15833.0,0.2,1,29.6,120.0,技术部,41.0,1,0
1.9,9998.0,4.6,4,25.1,7.0,财务部,32.0,4,0
0.0,10566.0,4.8,4,0.0,120.0,技术部,27.0,5,1
9.2,12743.0,6.0,5,43.7,80.0,销售部,31.0,2,0
28.6,25314.0,10.0,3,34.2,120.0,技术部,50.0,3,0
10.9,13130.0,1.7,3,11.6,94.0,技术部,42.0,1,0
11.9,8593.0,2.3,4,23.5,120.0,运营部,34.0,2,0
23.6,19342.0,8.8,3,33.1,120.0,技术部,48.0,2,1
0.0,11530.0,6.8,4,18.8,0.0,技术部,24.0,2,0
8.5,8806.0,6.4,4,30.1,120.0,运营部,30.0,0,0
9.8,13289.0,2.2,3,0.0,30.0,销售部,30.0,3,0
23.1,14955.0,7.4,3,57.0,78.0,人事部,55.0,5,0
14.5,16246.0,6.4,5,30.3,120.0,技术部,45.0,2,0
11.1,18884.0,4.6,4,8.0,96.0,技术部,42.0,3,1
0.0,9720.0,2.2,4,0.0,0.0,技术部,22.0,4,1
5.4,7886.0,4.3,4,50.6,20.0,人事部,28.0,5,0
17.9,11473.0,8.9,4,41.2,120.0,财务部,43.0,2,0
9.6,9432.0,0.7,2,34.2,45.0,市场部,35.0,2,0
32.9,17442.0,1.6,4,47.3,120.0,销售部,53.0,1,1
17.6,17917.0,2.1,5,47.2,120.0,技术部,47.0,1,0
5.0,11003.0,2.8,2,33.9,120.0,财务部,37.0,2,0
20.7,15423.0,4.0,2,24.9,120.0,销售部,47.0,2,0
29.3,14839.0,6.9,4,21.7,120.0,财务部,54.0,0,1
12.3,9792.0,5.4,4,38.4,120.0,人事部,37.0,2,1
21.8,12842.0,4.2,3,57.9,54.0,运营部,43.0,2,0
28.8,21018.0,4.8,4,27.9,113.0,市场部,52.0,2,0
4.0,11572.0,5.9,4,59.5,120.0,技术部,30.0,1,0
25.8,15453.0,0.0,4,37.5,120.0,销售部,51.0,0,1
0.0,7201.0,7.2,2,37.6,0.0,运营部,25.0,1,1
12.8,15194.0,1.5,2,78.1,39.0,财务部,43.0,2,1
25.3,18125.0,2.7,3,63.1,67.0,财务部,48.0,0,0
21.7,16609.0,5.0,5,63.6,120.0,市场部,42.0,2,1
17.5,20099.0,3.8,4,14.0,120.0,技术部,38.0,3,1
20.4,13649.0,5.5,3,73.8,120.0,运营部,42.0,2,0
0.2,8722.0,4.4,5,28.4,1.0,人事部,27.0,2,0
0.0,6112.0,3.1,3,25.5,120.0,运营部,29.0,4,0
0.4,8909.0,8.6,4,0.0,3.0,运营部,31.0,4,1
14.4,16568.0,6.1,2,36.5,120.0,销售部,42.0,2,0
12.2,15387.0,4.9,4,8.3,120.0,销售部,37.0,2,1
8.1,11035.0,6.1,4,38.2,120.0,销售部,30.0,3,0
26.2,16951.0,1.9,4,6.8,120.0,运营部,51.0,0,1
10.0,9746.0,10.5,3,66.0,28.0,财务部,34.0,3,0
6.6,11318.0,0.7,3,41.0,120.0,市场部,37.0,2,0
10.2,9714.0,4.3,3,75.6,79.0,运营部,36.0,3,0
5.3,9616.0,3.1,5,9.5,13.0,财务部,28.0,2,0
22.5,14833.0,3.0,2,61.0,120.0,运营部,46.0,2,0
15.4,10672.0,2.6,4,0.0,120.0,运营部,37.0,1,1
0.0,8586.0,1.7,4,34.2,120.0,技术部,23.0,3,1
33.4,17441.0,7.6,3,17.4,120.0,市场部,54.0,2,0
28.8,16409.0,0.4,3,21.0,120.0,人事部,49.0,1,0
23.8,15091.0,7.0,2,19.7,120.0,人事部,46.0,3,0
21.3,22679.0,5.9,4,11.7,120.0,技术部,51.0,5,1
25.7,15850.0,2.9,5,4.8,120.0,销售部,52.0,3,0
5.5,11330.0,5.6,3,21.2,120.0,财务部,33.0,2,0
17.7,13393.0,3.5,5,32.3,120.0,人事部,42.0,1,1
21.2,15352.0,0.7,2,53.3,120.0,技术部,42.0,1,0
0.7,8212.0,0.7,3,35.9,120.0,财务部,31.0,3,0
6.7,10517.0,6.0,5,53.3,120.0,销售部,29.0,6,0
5.6,9369.0,5.8,5,0.4,41.0,销售部,26.0,1,0
17.1,11874.0,4.7,3,21.3,120.0,财务部,44.0,3,0
27.0,14657.0,2.8,4,44.2,120.0,市场部,48.0,4,0
25.9,13143.0,3.4,5,36.9,120.0,财务部,47.0,5,1
2.4,8546.0,3.0,4,12.8,19.0,销售部,32.0,1,0
3.1,7318.0,0.0,4,48.7,35.0,人事部,29.0,4,0
14.1,18139.0,4.2,3,19.4,120.0,技术部,37.0,3,0
15.8,11970.0,5.6,2,14.5,77.0,运营部,40.0,3,0
23.2,20727.0,4.2,4,39.7,120.0,技术部,52.0,4,1
30.2,16954.0,9.3,4,30.1,88.0,人事部,51.0,0,1
